Wall time,Step,Value
1653735374.655486,0,1.7454191446304321
1653735401.740587,1,0.371675044298172
1653735438.266654,2,0.3154493570327759
1653735463.667328,3,0.3017536997795105
1653735500.522575,4,0.2971705496311188
1653735527.532384,5,0.29088711738586426
1653735563.522096,6,0.2892741858959198
1653735594.725442,7,0.284554123878479
1653735627.268013,8,0.283954381942749
1653735659.819344,9,0.2797985374927521
1653735684.216101,10,0.2798464894294739
1653735715.831715,11,0.2746374011039734
1653735740.636672,12,0.2757979929447174
1653735772.28381,13,0.2701260447502136
1653735797.040233,14,0.27305832505226135
1653735828.634089,15,0.2666263282299042
1653735853.335662,16,0.2708675265312195
1653735884.725329,17,0.26409202814102173
1653735909.7646,18,0.26860538125038147
1653735941.485302,19,0.2618263065814972
1653735966.445124,20,0.26668602228164673
1653735998.207512,21,0.25929132103919983
1653736023.180592,22,0.2650468945503235
1653736055.115087,23,0.2573181986808777
1653736079.969969,24,0.2633669376373291
1653736111.780675,25,0.2553405463695526
1653736136.630032,26,0.26185712218284607
1653736168.033466,27,0.2537524998188019
1653736193.208727,28,0.2602209150791168
1653736224.645067,29,0.25224053859710693
1653736249.837748,30,0.2593095898628235
1653736281.472499,31,0.2508249878883362
1653736306.441676,32,0.2577899992465973
1653736337.417794,33,0.24945813417434692
1653736362.270386,34,0.2562220096588135
1653736394.147691,35,0.2480187714099884
1653736419.059153,36,0.25470712780952454
1653736450.954488,37,0.2467205822467804
1653736475.562902,38,0.2532067596912384
1653736507.387736,39,0.24544557929039001
1653736532.100241,40,0.2520109713077545
1653736563.669331,41,0.24421533942222595
1653736588.777521,42,0.25050345063209534
1653736620.401899,43,0.2429196983575821
1653736645.439733,44,0.24895907938480377
1653736677.286955,45,0.24204427003860474
1653736702.253585,46,0.24773132801055908
1653736734.315746,47,0.24073383212089539
1653736758.905677,48,0.2464490681886673
1653736790.897216,49,0.23922722041606903
