Wall time,Step,Value
1653804725.933017,0,0.6934400200843811
1653804845.952261,1,0.7836400270462036
1653805043.801298,2,0.7850800156593323
1653805166.872566,3,0.7888399958610535
1653805369.105183,4,0.794160008430481
1653805498.120552,5,0.8116400241851807
1653805696.494628,6,0.8309999704360962
1653805860.398769,7,0.8453999757766724
1653806034.505366,8,0.8494799733161926
1653806208.547664,9,0.8679599761962891
1653806332.803897,10,0.8693199753761292
1653806503.598621,11,0.8797600269317627
1653806626.975882,12,0.8756399750709534
1653806797.084229,13,0.8827999830245972
1653806925.502176,14,0.8791599869728088
1653807103.646025,15,0.8844799995422363
1653807226.966902,16,0.8813599944114685
1653807402.943004,17,0.8853200078010559
1653807529.700663,18,0.8813199996948242
1653807705.882936,19,0.8864399790763855
1653807833.043412,20,0.8816800117492676
1653808012.630762,21,0.8872799873352051
1653808138.953162,22,0.8819199800491333
1653808313.170763,23,0.8879200220108032
1653808437.001788,24,0.8831999897956848
1653808608.902227,25,0.8880800008773804
1653808733.874477,26,0.8839200139045715
1653808904.608597,27,0.8890799880027771
1653809029.438277,28,0.8841599822044373
1653809201.321783,29,0.8897600173950195
1653809316.158803,30,0.8855199813842773
1653809479.231155,31,0.8902400135993958
1653809595.328805,32,0.8868799805641174
1653809764.666553,33,0.89055997133255
1653809879.632446,34,0.8871999979019165
1653810045.613481,35,0.8911200165748596
1653810160.93634,36,0.8874800205230713
1653810324.725475,37,0.891480028629303
1653810438.504851,38,0.8876799941062927
1653810603.662219,39,0.8920400142669678
1653810716.040252,40,0.8877599835395813
1653810881.039135,41,0.8929200172424316
1653810993.554574,42,0.8881999850273132
1653811156.690095,43,0.8933600187301636
1653811269.859594,44,0.8879200220108032
1653811433.37955,45,0.8936799764633179
1653811543.984202,46,0.8880800008773804
1653811702.979506,47,0.8942400217056274
1653811813.319213,48,0.8888800144195557
1653811972.509258,49,0.8943600058555603
