Wall time,Step,Value
1653738337.686135,0,0.699400007724762
1653738365.981613,1,0.7462999820709229
1653738403.746307,2,0.7441999912261963
1653738430.355779,3,0.7505000233650208
1653738467.960849,4,0.7623999714851379
1653738495.920907,5,0.8478999733924866
1653738533.136502,6,0.8651000261306763
1653738565.898212,7,0.876800000667572
1653738599.040476,8,0.8720999956130981
1653738632.313195,9,0.8810999989509583
1653738658.496459,10,0.8791000247001648
1653738692.609268,11,0.883899986743927
1653738719.061812,12,0.8813999891281128
1653738752.433643,13,0.8865000009536743
1653738778.033026,14,0.883899986743927
1653738812.331883,15,0.8871999979019165
1653738840.979453,16,0.8859000205993652
1653738875.739997,17,0.8881999850273132
1653738903.97083,18,0.886900007724762
1653738938.836301,19,0.8903999924659729
1653738967.018614,20,0.8884000182151794
1653739001.58788,21,0.8912000060081482
1653739029.891567,22,0.8891000151634216
1653739065.089061,23,0.8914999961853027
1653739091.880706,24,0.8907999992370605
1653739126.57643,25,0.8939999938011169
1653739153.511204,26,0.8920000195503235
1653739188.555822,27,0.8938000202178955
1653739215.625591,28,0.8931000232696533
1653739250.23038,29,0.8959000110626221
1653739277.17294,30,0.8920000195503235
1653739312.141416,31,0.8959000110626221
1653739339.98755,32,0.8934000134468079
1653739375.517446,33,0.8964999914169312
1653739403.252305,34,0.8935999870300293
1653739439.864872,35,0.8963000178337097
1653739469.959603,36,0.8934999704360962
1653739507.950691,37,0.8967000246047974
1653739538.226761,38,0.8948000073432922
1653739579.696427,39,0.8970999717712402
1653739611.420253,40,0.8952000141143799
1653739651.801904,41,0.8966000080108643
1653739684.563143,42,0.8945000171661377
1653739725.142179,43,0.8986999988555908
1653739757.97248,44,0.8952000141143799
1653739799.062533,45,0.8978999853134155
1653739831.058665,46,0.8956999778747559
1653739871.563351,47,0.8981999754905701
1653739904.15904,48,0.8970000147819519
1653739944.925059,49,0.8992000222206116
