Wall time,Step,Value
1653738829.714664,0,0.7753000259399414
1653738842.731246,1,0.852400004863739
1653738862.908253,2,0.8544999957084656
1653738875.904992,3,0.8634999990463257
1653738901.879763,4,0.8619999885559082
1653738916.011912,5,0.8658999800682068
1653738937.727017,6,0.8662999868392944
1653738956.126283,7,0.868399977684021
1653738973.842213,8,0.8680999875068665
1653738992.952226,9,0.8729000091552734
1653739007.479524,10,0.8698999881744385
1653739026.143742,11,0.8751000165939331
1653739040.443824,12,0.8702999949455261
1653739059.519148,13,0.8755000233650208
1653739073.970249,14,0.8726999759674072
1653739092.707384,15,0.8776999711990356
1653739106.908669,16,0.8736000061035156
1653739124.773639,17,0.8794000148773193
1653739138.940532,18,0.8747000098228455
1653739157.479953,19,0.8809000253677368
1653739173.466905,20,0.8756999969482422
1653739191.785592,21,0.8806999921798706
1653739208.276671,22,0.8756999969482422
1653739226.600974,23,0.8827000260353088
1653739243.610305,24,0.8787999749183655
1653739263.120118,25,0.8845000267028809
1653739278.810394,26,0.8805999755859375
1653739298.218557,27,0.8841999769210815
1653739313.707441,28,0.8817999958992004
1653739333.08208,29,0.885699987411499
1653739349.573321,30,0.8830000162124634
1653739371.504612,31,0.8877000212669373
1653739389.215499,32,0.8841000199317932
1653739408.491039,33,0.8895000219345093
1653739425.557462,34,0.8858000040054321
1653739447.869339,35,0.8895000219345093
1653739466.542518,36,0.8870999813079834
1653739488.998461,37,0.8924999833106995
1653739505.932016,38,0.8878999948501587
1653739525.56401,39,0.8913000226020813
1653739542.54596,40,0.8888999819755554
1653739562.966069,41,0.8925999999046326
1653739580.177772,42,0.8903999924659729
1653739601.70939,43,0.8950999975204468
1653739618.345384,44,0.892300009727478
1653739639.21487,45,0.8942000269889832
1653739655.865893,46,0.8931999802589417
1653739675.366648,47,0.8949000239372253
1653739691.035442,48,0.8944000005722046
1653739713.556534,49,0.8952999711036682
